Presure =1021.898681640625, Temperature =39.21569061279297, Humidity =17.36463165283203
Presure =1026.484375, Temperature =39.17857360839844, Humidity =17.779300689697266
Presure =1026.469482421875, Temperature =39.21569061279297, Humidity =17.47134780883789
Presure =1026.44482421875, Temperature =39.141456604003906, Humidity =17.416465759277344
Presure =1026.4755859375, Temperature =39.122901916503906, Humidity =17.459152221679688
Presure =1026.4794921875, Temperature =39.10434341430664, Humidity =17.672584533691406
Presure =1026.508544921875, Temperature =39.011558532714844, Humidity =17.45610237121582
Presure =1026.48095703125, Temperature =39.17857360839844, Humidity =17.468299865722656
Presure =1026.481689453125, Temperature =39.16001510620117, Humidity =17.535377502441406
Presure =1026.4951171875, Temperature =38.97444152832031, Humidity =17.47134780883789
Presure =1026.4951171875, Temperature =38.97444152832031, Humidity =17.535377502441406
Presure =1026.462158203125, Temperature =39.085784912109375, Humidity =17.648191452026367
Presure =1026.46484375, Temperature =39.067230224609375, Humidity =17.337188720703125
Presure =1026.48876953125, Temperature =38.93732452392578, Humidity =17.642093658447266
Presure =1026.4931640625, Temperature =39.10434341430664, Humidity =17.29755210876465
Presure =1026.5078125, Temperature =39.141456604003906, Humidity =17.5079345703125
Presure =1026.484130859375, Temperature =39.085784912109375, Humidity =17.559768676757812
Presure =1026.51416015625, Temperature =39.030113220214844, Humidity =17.556720733642578
Presure =1026.498291015625, Temperature =39.17857360839844, Humidity =17.575016021728516
Presure =1026.474609375, Temperature =39.122901916503906, Humidity =17.264013290405273
Presure =1026.5146484375, Temperature =39.23424530029297, Humidity =17.559768676757812
Presure =1026.474365234375, Temperature =39.04867172241211, Humidity =17.254865646362305
Presure =1026.4638671875, Temperature =39.19712829589844, Humidity =17.239620208740234
Presure =1026.482177734375, Temperature =39.2713623046875, Humidity =16.45296859741211
Presure =1026.47119140625, Temperature =39.25279998779297, Humidity =17.453052520751953
Presure =1026.468017578125, Temperature =39.17857360839844, Humidity =17.361583709716797
Presure =1026.519287109375, Temperature =39.085784912109375, Humidity =17.559768676757812
Presure =1026.48974609375, Temperature =38.97444152832031, Humidity =17.36463165283203
Presure =1026.452880859375, Temperature =39.17857360839844, Humidity =17.355484008789062
Presure =1026.4765625, Temperature =38.95588302612305, Humidity =17.385974884033203
Presure =1026.493896484375, Temperature =39.122901916503906, Humidity =17.34938621520996
Presure =1026.4736328125, Temperature =39.10434341430664, Humidity =17.22742462158203
Presure =1026.477783203125, Temperature =39.067230224609375, Humidity =17.41036605834961
Presure =1026.460693359375, Temperature =38.99299621582031, Humidity =17.44085693359375
Presure =1026.47119140625, Temperature =39.085784912109375, Humidity =17.632946014404297
Presure =1026.4677734375, Temperature =39.04867172241211, Humidity =17.757957458496094
Presure =1026.430908203125, Temperature =38.97444152832031, Humidity =17.48049545288086
Presure =1026.433349609375, Temperature =39.067230224609375, Humidity =17.37987518310547
Presure =1026.43603515625, Temperature =39.011558532714844, Humidity =17.38292694091797
Presure =1026.4501953125, Temperature =39.04867172241211, Humidity =17.575016021728516
Presure =1026.466796875, Temperature =39.17857360839844, Humidity =17.239620208740234
Presure =1026.4306640625, Temperature =39.030113220214844, Humidity =17.453052520751953
Presure =1026.44384765625, Temperature =39.17857360839844, Humidity =17.626848220825195
Presure =1026.44921875, Temperature =39.23424530029297, Humidity =17.693927764892578
Presure =1026.45751953125, Temperature =39.067230224609375, Humidity =17.45610237121582
Presure =1026.47509765625, Temperature =39.122901916503906, Humidity =17.324993133544922
Presure =1026.41943359375, Temperature =38.93732452392578, Humidity =17.422561645507812
Presure =1026.432373046875, Temperature =38.97444152832031, Humidity =17.5079345703125
Presure =1026.443115234375, Temperature =39.085784912109375, Humidity =17.486591339111328
Presure =1026.45654296875, Temperature =39.085784912109375, Humidity =17.22132682800293
Presure =1026.427734375, Temperature =39.23424530029297, Humidity =17.50183868408203
Presure =1026.45361328125, Temperature =39.085784912109375, Humidity =17.38292694091797
Presure =1026.436767578125, Temperature =38.99299621582031, Humidity =18.855609893798828
Presure =1026.428955078125, Temperature =39.011558532714844, Humidity =17.22132682800293
Presure =1026.441162109375, Temperature =38.99299621582031, Humidity =17.550621032714844
Presure =1026.465087890625, Temperature =39.17857360839844, Humidity =17.672584533691406
Presure =1026.46240234375, Temperature =38.844539642333984, Humidity =17.264013290405273
Presure =1026.47509765625, Temperature =38.82598114013672, Humidity =17.57196617126465
Presure =1026.45751953125, Temperature =38.95588302612305, Humidity =17.69087791442871
Presure =1026.457275390625, Temperature =38.91876983642578, Humidity =17.41036605834961
Presure =1026.40966796875, Temperature =39.030113220214844, Humidity =17.34938621520996
Presure =1026.379638671875, Temperature =38.86309814453125, Humidity =17.535377502441406
Presure =1026.40478515625, Temperature =38.97444152832031, Humidity =17.468299865722656
Presure =1026.40478515625, Temperature =39.030113220214844, Humidity =17.34328842163086
Presure =1026.364501953125, Temperature =38.82598114013672, Humidity =17.693927764892578
Presure =1026.36669921875, Temperature =38.88165283203125, Humidity =17.117660522460938
Presure =1026.372802734375, Temperature =38.844539642333984, Humidity =17.72136878967285
Presure =1026.355712890625, Temperature =38.88165283203125, Humidity =17.428661346435547
Presure =1026.393798828125, Temperature =38.844539642333984, Humidity =17.53842544555664
Presure =1026.41064453125, Temperature =38.93732452392578, Humidity =17.575016021728516
Presure =1026.39697265625, Temperature =38.91876983642578, Humidity =16.803607940673828
Presure =1026.3779296875, Temperature =38.900211334228516, Humidity =17.6451416015625
Presure =1026.38134765625, Temperature =39.011558532714844, Humidity =17.40427017211914
Presure =1026.40576171875, Temperature =39.011558532714844, Humidity =17.809791564941406
Presure =1026.40283203125, Temperature =38.91876983642578, Humidity =17.40121841430664
Presure =1026.360595703125, Temperature =38.900211334228516, Humidity =17.709171295166016
Presure =1026.3916015625, Temperature =38.88165283203125, Humidity =17.70612335205078
Presure =1026.40673828125, Temperature =38.900211334228516, Humidity =17.575016021728516
Presure =1026.387939453125, Temperature =38.75175476074219, Humidity =17.77320098876953
Presure =1026.361328125, Temperature =38.69607925415039, Humidity =17.575016021728516
Presure =1026.393310546875, Temperature =38.75175476074219, Humidity =17.672584533691406
Presure =1026.325439453125, Temperature =38.78886795043945, Humidity =17.59330940246582
Presure =1026.371337890625, Temperature =38.88165283203125, Humidity =17.730514526367188
Presure =1026.377685546875, Temperature =39.030113220214844, Humidity =17.51708221435547
Presure =1026.3935546875, Temperature =38.99299621582031, Humidity =17.837230682373047
Presure =1026.380126953125, Temperature =38.97444152832031, Humidity =17.544525146484375
Presure =1026.379150390625, Temperature =38.99299621582031, Humidity =17.788448333740234
Presure =1026.38134765625, Temperature =39.011558532714844, Humidity =17.703075408935547
Presure =1026.38818359375, Temperature =39.030113220214844, Humidity =17.68478012084961
Presure =1026.388671875, Temperature =38.75175476074219, Humidity =17.370729446411133
Presure =1026.381103515625, Temperature =38.97444152832031, Humidity =17.736614227294922
Presure =1026.35693359375, Temperature =38.900211334228516, Humidity =17.565868377685547
Presure =1026.38427734375, Temperature =38.95588302612305, Humidity =17.882966995239258
Presure =1026.35107421875, Temperature =38.91876983642578, Humidity =17.57806396484375
Presure =1026.366943359375, Temperature =39.030113220214844, Humidity =17.556720733642578
Presure =1026.35546875, Temperature =38.93732452392578, Humidity =17.57196617126465
Presure =1026.3583984375, Temperature =38.75175476074219, Humidity =17.602455139160156
Presure =1026.34326171875, Temperature =38.82598114013672, Humidity =17.818937301635742
Presure =1026.33935546875, Temperature =38.77030944824219, Humidity =17.58416175842285
Presure =1026.371337890625, Temperature =38.82598114013672, Humidity =17.767105102539062
Presure =1026.349609375, Temperature =38.900211334228516, Humidity =17.693927764892578
Presure =1026.337646484375, Temperature =38.82598114013672, Humidity =17.70612335205078
Presure =1026.34130859375, Temperature =38.78886795043945, Humidity =17.663436889648438
Presure =1026.346435546875, Temperature =38.75175476074219, Humidity =17.770153045654297
Presure =1026.3662109375, Temperature =38.75175476074219, Humidity =20.124008178710938
Presure =1026.3359375, Temperature =38.714637756347656, Humidity =17.57806396484375
Presure =1026.346923828125, Temperature =38.64040756225586, Humidity =17.81283950805664
Presure =1026.32177734375, Temperature =38.78886795043945, Humidity =16.632862091064453
Presure =1026.32470703125, Temperature =38.714637756347656, Humidity =17.800643920898438
Presure =1026.366943359375, Temperature =38.69607925415039, Humidity =17.79149627685547
Presure =1026.33544921875, Temperature =38.78886795043945, Humidity =17.9134578704834
Presure =1026.343994140625, Temperature =38.69607925415039, Humidity =17.88906478881836
Presure =1026.38232421875, Temperature =38.714637756347656, Humidity =17.84333038330078
Presure =1026.32958984375, Temperature =38.69607925415039, Humidity =17.748809814453125
Presure =1026.35693359375, Temperature =38.82598114013672, Humidity =17.736614227294922
Presure =1026.341552734375, Temperature =38.900211334228516, Humidity =17.968339920043945
Presure =1026.35693359375, Temperature =38.86309814453125, Humidity =17.81283950805664
Presure =1026.390380859375, Temperature =38.93732452392578, Humidity =17.428661346435547
Presure =1026.3740234375, Temperature =38.99299621582031, Humidity =17.550621032714844
Presure =1026.353271484375, Temperature =38.900211334228516, Humidity =17.581111907958984
Presure =1026.3662109375, Temperature =38.95588302612305, Humidity =17.474395751953125
Presure =1026.355712890625, Temperature =38.95588302612305, Humidity =17.709171295166016
Presure =1026.358642578125, Temperature =39.030113220214844, Humidity =17.648191452026367
Presure =1026.376220703125, Temperature =38.78886795043945, Humidity =17.696975708007812
Presure =1026.377685546875, Temperature =38.86309814453125, Humidity =17.907360076904297
Presure =1026.38037109375, Temperature =38.95588302612305, Humidity =17.31889533996582
Presure =1026.393310546875, Temperature =38.95588302612305, Humidity =17.5079345703125
Presure =1026.388427734375, Temperature =38.97444152832031, Humidity =17.602455139160156
Presure =1026.366943359375, Temperature =38.97444152832031, Humidity =17.660388946533203
Presure =1026.36474609375, Temperature =38.900211334228516, Humidity =17.794544219970703
Presure =1026.36279296875, Temperature =38.93732452392578, Humidity =17.892114639282227
Presure =1026.40087890625, Temperature =38.93732452392578, Humidity =17.809791564941406
Presure =1026.364990234375, Temperature =38.88165283203125, Humidity =17.523181915283203
Presure =1026.367919921875, Temperature =38.91876983642578, Humidity =17.66953468322754
Presure =1026.382080078125, Temperature =39.011558532714844, Humidity =17.761005401611328
Presure =1026.380126953125, Temperature =38.900211334228516, Humidity =17.681732177734375
Presure =1026.385986328125, Temperature =38.97444152832031, Humidity =17.526229858398438
Presure =1026.376220703125, Temperature =39.011558532714844, Humidity =17.510986328125
Presure =1026.3662109375, Temperature =39.011558532714844, Humidity =17.70002555847168
